Actual,Predicted
118.230003,119.87500012999999
93.709999,92.12440007999997
111.150002,110.20909894000002
164.289993,165.21409916000002
157.770004,156.1153993299999
115.510002,114.2300995400001
107.129997,106.68330114
83.309998,79.27839988
115.150002,113.37150051999996
125.540001,125.82550024999996
106.080002,107.03979945999998
120.580002,119.1763008399999
157.139999,155.73370287999998
161.059998,160.06419896999995
120.309998,120.3446000200001
133.070007,134.3243027900001
103.949997,101.14839975000004
116.360001,117.4549981100001
119.309998,119.27310031000006
112.370003,112.89430068999995
102.839996,102.78969930000008
161.199997,160.29839765999995
97.050003,99.15430032000003
147.830002,148.07239938000004
125.32,125.76340112999996
171.139999,169.93259894000013
123.540001,125.74209906000009
127.07,127.26569781
127.959999,127.54170179000018
114.830002,113.71879968999998
111.540001,113.22800048000006
122.849998,123.41679899999991
100.5,102.20609914000008
90.040001,89.28509972999997
123.989998,124.56699952000014
98.900002,101.68529966999995
106.169998,107.11419965000003
110.82,113.98450047999995
120.389999,117.44920089000007
98.849998,99.30809955999996
122.449997,121.64900014999998
162.300003,163.55899904
86.650002,87.43839865999995
106.150002,106.92139968999999
116.43,117.21170095000006
127.959999,127.75080147999994
122.830002,124.04870066000007
80.760002,80.77259930000001
119.529999,120.33200064999997
159.729996,159.00229781999988
88.470001,87.85459937
110.160004,110.34759959000002
115.940002,118.96429916000008
170.75,172.56149815
102.339996,103.03299884000006
105.019997,105.70380038999994
122.730003,122.67660032000009
160.330002,159.33069745999987
86.949997,87.75429836000005
93.190002,93.03280051
111.43,113.36210000999998
172.360001,177.00429890999987
114.120003,114.37849944999998
120.129997,119.32689991000007
93.699997,94.62870063999993
126.089996,125.66679997999996
167.619995,166.13020093000014
116.330002,114.88930099999999
117.120003,116.68990141000012
87.25,88.31779866000002
149.199997,148.5075004099999
118.690002,120.27649955999998
89.419998,89.59989983999995
113.650002,111.45820020000001
115.519997,117.35940047999999
118.669998,118.59890102999994
86.989998,88.29419937
93.830002,94.04789967999996
116.550003,117.12500001000002
118.300003,118.49430162
121.800003,120.32540081
127.660004,127.0602975300001
122.699997,121.93589947000005
137.710007,150.85000000999992
163.630005,165.06830134000003
118.43,118.49689969999989
120.870003,120.29750150000011
152.619995,149.81870017999998
117.959999,118.39819929000005
160.639999,173.16259864
99.910004,105.87189906000009
104.269997,105.05050118000004
149.820007,149.33250057999993
110.449997,113.63930076000003
125.440002,124.96690116000009
145.649994,146.85150010000015
120.220001,119.53870129000006
115.68,115.30460043000001
113.029999,112.34060010000006
112.150002,113.50160186999997
134.050003,141.27440176999994
118.059998,118.02959760999991
102.610001,102.9532007200001
116.339996,115.87980102999994
104.68,103.78540179
98.830002,98.76900050000006
116.089996,117.32310042000005
91.089996,90.61670005000002
92.080002,91.47790073999998
154.669998,153.62439886999994
102.43,102.70069970000004
154.770004,154.78990090999997
113.68,114.31690174000003
138.089996,138.16520112
91.330002,90.11529802999999
116.330002,115.49639924000006
115.669998,114.86369971
122.5438,122.87620009000007
122.290001,121.77970028999997
166.020004,165.3197016700002
92.739998,92.87109957000003
137.240005,135.47090157999992
121.309998,121.36969953999994
119.550003,120.68880063999994
104.669998,104.64890003000006
135.050003,141.23300278
122.919998,121.93119923999993
115.620003,116.50820028999993
113.150002,113.45000056999996
124.269997,127.01019795000006
123.349998,122.81029930999986
125.779999,125.76489941999994
121.559998,121.23790036999988
85.82,86.92959927999996
132.449997,132.03200198999994
154.869995,143.40080198000015
92.059998,92.63769991000002
148.970001,159.78279937000008
161.880005,158.85120183
127.199997,126.3481986600001
167.350006,164.95489989
108.559998,108.66839936999992
110.440002,110.29540074000002
104.209999,103.64389802000004
95.769997,94.23610085999996
129.470001,127.84340301999997
108.349998,107.30000040000003
149.119995,162.70359969
121.730003,121.68980017999996
131.699997,132.05619995999993
131.960007,130.59340165999987
160.990005,160.86889951999996
90.57,90.26539833999996
173.889999,175.37830239
128.089996,128.13790040999987
127.550003,126.93489811000009
86.779999,86.50619890999998
123.940002,124.52549939999999
150.419998,150.02879694000003
89.269997,89.75550007999996
108.050003,106.97029953999994
111.019997,109.02739972
89.18,84.50839898999995
138.369995,135.7150997100001
156.220001,154.45490203000003
134.660004,139.80310337
73.580002,74.11300031999995
152.970001,151.76200060000005
126.559998,126.35829990999999
126.139999,126.7362999
127.75,127.44289932
108.360001,108.64669911999992
157.460007,155.8289003399999
114.0,114.61670084000004
116.989998,116.96990176000013
126.860001,125.79539941999995
155.240005,153.96300133999995
120.650002,121.32619980000001
156.990005,156.36569859000008
92.790001,92.99170038000007
125.389999,125.60410138000002
124.889999,125.65190050000007
88.25,87.62230002000003
91.93,92.0822991699999
126.339996,126.03499935999993
128.839996,128.2576034299999
112.889999,113.25240049999998
117.360001,117.3552968500001
119.739998,120.77140026999994
128.179993,127.01019863000002
121.480003,120.03210131000003
134.199997,136.70360063999996
93.900002,93.98889931999994
118.900002,119.53380039999989
112.300003,113.06350090999993
94.779999,94.18749926000001
108.699997,108.82339965000003
86.709999,87.4346994299999
110.260002,109.34369944999999
88.639999,89.44379977
93.239998,92.53780047000001
131.320007,131.55650283999998
163.089996,162.3388002899999
90.120003,89.32760017999993
119.82,119.58270104000016
133.940002,133.21600205999997
125.839996,123.8698003900001
127.739998,128.4831014800001
101.459999,101.95739874999998
89.18,89.25209873
132.199997,132.08610075999997
122.150002,120.10830037
110.529999,108.55129999999996
172.070007,167.61170076000013
115.279999,115.17260018000003
85.389999,86.67279915
121.959999,118.74260064999987
90.760002,91.17819978999998
161.300003,161.6939007600001
116.519997,116.52730024
120.400002,121.83710018
160.490005,160.27509749
121.489998,120.17239918000007
114.949997,113.02209917999991
109.980003,108.4140985300001
126.529999,126.81969995000009
73.449997,76.40660033
102.040001,102.98869964000014
130.229996,127.51390261
121.099998,122.06109940000002
91.169998,92.60050043999998
132.089996,131.42630070999996
117.970001,117.91330119999996
116.110001,116.10799991999993
156.25,154.57730261000003
161.600006,160.03310089999988
110.209999,109.73939960999995
135.410004,151.9194978900001
119.040001,119.21470121
162.020004,160.65010038999992
118.080002,118.72010084
159.699997,157.74289957999997
114.43,115.05689896999993
117.980003,116.46630031000002
147.770004,149.65819903000002
115.330002,114.78040085000006
126.230003,125.54379893000007
165.589996,166.15199924000015
116.790001,117.64210038000006
125.029999,125.05019966000009
153.229996,153.39880370999998
153.470001,153.54140256000022
132.809998,132.02590074
115.029999,114.77340069000002
120.959999,121.17940214999999
126.470001,124.72010091000004
93.089996,89.67580064000009
122.519997,122.74339995999998
151.410004,154.77000151999994
111.669998,111.95910030999998
106.949997,106.75819981000004
162.619995,161.5836014300001
120.050003,118.52009979999991
165.160004,165.79569973000005
131.570007,134.13730048000005
116.169998,115.00839942000002
152.990005,152.92799844000012
169.429993,168.84649977000004
110.57,115.03379997999997
115.379997,114.22810156999985
161.199997,159.9185990199999
85.43,85.48199892000001
128.110001,127.0174011
127.269997,127.97969996000002
129.210007,128.9920999499999
125.610001,124.06750083999994
124.230003,123.89940054000004
91.099998,90.55900095000004
151.619995,153.4182002
96.089996,97.26709964
136.179993,138.52919969999994
90.25,89.23759926999999
106.93,107.33519974999999
115.470001,115.03330036000006
111.540001,112.90770067
126.309998,124.21079926000004
90.919998,91.45609904000001
125.410004,125.31580099999995
163.350006,162.38469848999986
117.959999,120.06379885999996
166.070007,165.08320127
127.790001,127.0544974200001
111.5,112.68040038999992
127.580002,127.60909955999992
96.910004,95.0113987999999
89.980003,91.13939974000004
99.339996,103.52079892000005
120.419998,120.73309997999988
82.199997,82.74869938000003
125.370003,126.38360020000009
159.429993,160.40300447000004
117.099998,117.34120062999996
120.730003,118.26769986000001
118.650002,120.30879983999993
120.620003,122.58359967999996
119.480003,119.99340135999995
121.18,121.57620012999992
118.809998,118.06880082000012
107.559998,107.17719974000005
146.380005,148.12719993999988
122.830002,126.23389883000013
115.43,115.74100058000003
71.709999,74.07110010000002
128.070007,127.79020097999994
157.199997,154.40200145
120.860001,122.50449988999986
126.239998,125.63570061999982
89.010002,88.70950031999999
102.550003,103.94709897999994
124.32,124.55810046000008
119.910004,120.36600017999997
72.150002,73.42340075000003
150.75,151.51729888000008
120.029999,121.01510053999995
104.099998,104.74160007000008
86.230003,86.45179783000003
113.580002,115.11729929000003
172.100006,172.13939866000007
121.480003,119.71700062
161.539993,159.34529762999992
112.769997,113.19369946999991
122.419998,120.75310026
120.940002,118.29220076999998
95.989998,96.00309983000008
120.760002,118.73650036999992
125.32,125.63830009999997
118.080002,118.45069978999977
97.730003,96.10200071000003
154.649994,153.91150198000005
120.589996,122.28920013999996
143.470001,147.52259981000006
160.589996,159.64760212999997
111.629997,113.83770010999997
122.120003,122.57439927000001
146.240005,149.96349798000006
127.959999,126.90060025999992
164.119995,165.7485011300001
133.429993,135.52320009999985
122.379997,120.19160001000004
166.380005,167.4417990700001
106.379997,108.31409924999991
122.239998,121.77889841999989
133.830002,138.04030124999997
102.360001,106.88909886000006
